x,y,% Fe/Mg,% Al-OH,% H2O,flag
12,74,0.0,0.0,0.0,false
12,75,0.0,0.0,0.0,false
12,76,0.0,0.0,0.0,false
12,77,0.0,0.0,0.0,false
12,78,0.0,0.0,0.0,false
12,79,0.0,0.0,0.0,false
12,80,0.0,0.0,0.0,false
12,81,0.0,0.0,0.0,false
12,82,0.0,0.0,0.0,false
12,83,0.0,0.0,0.0,false
12,84,0.0,0.0,0.0,false
12,85,0.0,0.0,0.0,false
12,86,0.0,0.0,0.0,false
12,87,0.0,0.0,0.0,false
12,88,0.0,0.0,0.0,false
12,89,0.0,0.0,0.0,false
12,90,0.0,0.0,0.0,false
12,91,0.0,0.0,0.0,false
12,92,0.0,0.0,0.0,false
12,93,0.0,0.0,0.0,false
12,94,0.0,0.0,0.0,false
12,95,0.0,0.0,0.0,false
12,96,0.0,0.0,0.0,false
12,97,0.0,0.0,0.0,false
12,98,0.0,0.0,0.0,false
12,99,0.0,0.0,0.0,false
13,0,0.0,0.0,0.0,false
13,1,0.0,0.0,0.0,false
13,2,0.0,0.0,0.0,false
13,3,0.0,0.0,0.0,false
13,4,0.0,0.0,0.0,false
13,5,0.0,0.0,0.0,false
13,6,0.0,0.0,0.0,false
13,7,0.0,0.0,0.0,false
13,8,0.0,0.0,0.0,false
13,9,0.0,0.0,0.0,false
13,10,0.0,0.0,0.0,false
13,11,26.873423035920823,44.108818248414536,34.60322438287706,false
13,12,38.71176230448265,39.89407522893924,47.096265692166384,true
13,13,46.78870898396647,41.75852568259684,52.91388910070991,true
13,14,42.07534116805945,46.05637719589959,53.49425419077326,true
13,15,44.71924629271172,40.614101368084256,52.69477858684448,true
13,16,43.42563527275671,39.38411865888287,52.30659595512434,true
13,17,43.03522733041443,39.61848162154844,50.027587927818985,true
13,18,44.09209027434513,35.50851475786056,49.97488042241832,true
13,19,40.16528211262952,40.16093686711278,49.04238377863413,true
13,20,30.572630433147573,40.13705240366462,36.83805058650141,false
13,21,38.52271682667524,39.94980196374044,44.92826924843376,true
13,22,41.954001698559246,44.31451608303337,49.09978114948569,true
13,23,45.13498045434526,43.1105503458031,54.30097357986513,true
13,24,51.65285854498906,38.144240668545656,60.5566847252267,true
13,25,60.73411049465892,35.882151433570115,66.35700828974035,true
13,26,67.81754719713403,26.62704558442123,61.0365353024932,true
13,27,80.06237197349807,27.92315951726778,59.00952937874882,true
13,28,79.44537513051328,27.767114264075357,64.53704100163414,true
13,29,75.51285749976022,36.584342193246925,73.3865834369684,true
13,30,67.55439399614562,35.76700816303655,75.79427149884512,true
13,31,48.76407301484787,41.94134964937255,60.43168088694208,true
13,32,36.6302788578268,49.45890034171287,48.36940618766696,true
13,33,45.58938371785406,45.03369676258711,53.91044766098639,true
13,34,37.4750339356371,48.88204666649911,43.57500774979696,true
13,35,45.70385373880729,41.17293451829907,53.48820508712503,true
13,36,52.87400514606824,33.768405685201486,60.44026087236697,true
13,37,49.73907944774498,28.587605198080603,56.04107821882663,true
13,38,54.50001265999143,36.49581503022182,60.67762401345389,true
13,39,52.35550365998481,43.07978444846724,62.55169753876191,true
13,40,62.30148291531039,39.51310000537635,67.26117485506752,true
13,41,57.08942992994098,39.2587537450916,63.01066258188711,true
13,42,58.81745951266143,37.349082703022816,63.456249166726096,true
13,43,56.38914531088262,40.03403467043029,58.90621740234968,true
13,44,57.34485305242372,34.17473382926515,55.88639164615496,true
13,45,40.815073322554255,45.29536972601111,37.61707179479703,true
13,46,51.82788448549858,36.80583972647368,54.10990681582918,true
13,47,59.40932034804873,34.83058134013091,59.91740505169927,true
13,48,50.19125318074489,43.2787692051344,41.09972967615541,true
13,49,37.43946278979063,44.18328125093723,31.246649008857,false
13,50,49.30907317263002,40.15413869121531,42.89733700224525,true
13,51,47.12427983046339,45.50512006280578,39.84415560651035,true
13,52,45.78127613461899,43.65895462776245,39.82521348678924,true
13,53,44.38472628786725,47.52928556106998,38.32913488898858,true
13,54,36.42839720891468,44.63045209659075,29.873223557131627,false
13,55,37.53350844034768,44.87233173780971,34.8790411295276,false
13,56,48.62259916982886,44.50627073422949,47.33955122825601,true
13,57,43.391107173001465,40.75709903623495,42.94996058373785,true
13,58,54.49621778078957,33.33666890448198,46.89347097336956,true
13,59,42.66033567312426,38.13062821713934,38.455743154927454,true
13,60,37.14816761279834,37.49431844714814,33.93846392984988,false
13,61,33.6264994450184,35.407625738240775,30.07603637716352,false
13,62,35.136867603805385,34.695900271224176,28.718108051011388,false
13,63,23.41084600174396,39.601939500862,21.4101885664898,false
13,64,31.61804481587072,34.236335628496995,25.55826142507996,false
13,65,35.47433277167874,36.21885893572038,19.48345062906235,false
13,66,0.0,0.0,0.0,false
13,67,0.0,0.0,0.0,false
13,68,0.0,0.0,0.0,false
13,69,0.0,0.0,0.0,false
13,70,0.0,0.0,0.0,false
13,71,0.0,0.0,0.0,false
13,72,0.0,0.0,0.0,false
13,73,0.0,0.0,0.0,false
13,74,0.0,0.0,0.0,false
13,75,0.0,0.0,0.0,false
13,76,0.0,0.0,0.0,false
13,77,0.0,0.0,0.0,false
13,78,0.0,0.0,0.0,false
13,79,0.0,0.0,0.0,false
13,80,0.0,0.0,0.0,false
13,81,0.0,0.0,0.0,false
13,82,0.0,0.0,0.0,false
13,83,0.0,0.0,0.0,false
13,84,0.0,0.0,0.0,false
13,85,0.0,0.0,0.0,false
13,86,0.0,0.0,0.0,false
13,87,0.0,0.0,0.0,false
13,88,0.0,0.0,0.0,false
13,89,0.0,0.0,0.0,false
13,90,0.0,0.0,0.0,false
13,91,0.0,0.0,0.0,false
13,92,0.0,0.0,0.0,false
13,93,0.0,0.0,0.0,false
13,94,0.0,0.0,0.0,false
13,95,0.0,0.0,0.0,false
13,96,0.0,0.0,0.0,false
13,97,0.0,0.0,0.0,false
13,98,0.0,0.0,0.0,false
13,99,0.0,0.0,0.0,false
14,0,0.0,0.0,0.0,false
14,1,0.0,0.0,0.0,false
14,2,0.0,0.0,0.0,false
14,3,0.0,0.0,0.0,false
14,4,0.0,0.0,0.0,false
14,5,0.0,0.0,0.0,false
14,6,0.0,0.0,0.0,false
14,7,0.0,0.0,0.0,false
14,8,0.0,0.0,0.0,false
14,9,0.0,0.0,0.0,false
14,10,0.0,0.0,0.0,false
14,11,44.04796116139144,34.46185414028554,55.27049547720895,true
14,12,52.10733352766108,32.7396864601606,62.55817778091826,true
14,13,49.01741004514815,39.97563126024188,58.29893413016506,true
14,14,45.38404863532153,37.49619819177261,53.88226239240996,true
14,15,47.72861044557806,39.261896389230685,55.81557961454704,true
14,16,43.95483850528284,37.98809099787378,52.66430268924783,true
14,17,40.40374209389772,37.7576393207929,47.29482143082233,true
14,18,44.64015876502345,28.488416412418538,45.45394392507247,true
14,19,36.40104414370624,37.2409301137398,39.92725344003277,true
14,20,31.028549153757528,43.37711943103863,36.40914017586568,false
14,21,36.33793128006982,43.75705461970713,45.43434028748776,true
14,22,54.2848239880769,46.03143475799009,62.56538865474485,true
14,23,52.197150865812446,40.22822404285418,61.37784560877366,true
14,24,53.92858866789824,40.240417428515606,63.55629304741105,true
14,25,62.68365250855548,30.78503747382341,72.15033161298098,true
14,26,72.03422862547542,29.548530282117813,64.52910607840461,true
14,27,80.44990491286246,35.51501210101989,65.56704735319298,true
14,28,73.6529301394233,39.28579511233463,67.3841579372912,true
14,29,77.044261200943,42.29678766938309,86.62589917473836,true
14,30,64.94919851028696,43.548618011200105,81.99466856095543,true
14,31,31.564199315412523,49.63661429184029,45.49311335220491,true
14,32,37.27417506435703,47.30893892006162,51.10424280772931,true
14,33,39.76017797827546,46.30148319923676,54.814814985466185,true
14,34,36.652963940976754,44.87414685399426,43.26107967548237,true
14,35,50.43691626058029,37.427121659224845,55.96827505136061,true
14,36,42.321216287160034,39.59219831600641,55.54372539281079,true
14,37,59.7718513634686,36.07367643530979,66.01156102846215,true
14,38,57.26157463102361,37.50678621618617,62.31724705095501,true
14,39,48.0134945530231,42.116457302413885,58.442381481422856,true
14,40,51.01837469907574,36.47010257090002,56.94075896898919,true
14,41,56.81129677851239,33.44385712704404,61.42287819050313,true
14,42,61.81057147949649,37.18541014394745,70.93751595171341,true
14,43,56.27774362282555,40.622219712113925,64.0166239110009,true
14,44,55.63289479871424,45.201932181518686,63.138019580731296,true
14,45,45.35626213690927,47.46514654933441,36.665901258684194,true
14,46,41.32839855598766,48.02276072897421,34.14942724236536,true
14,47,50.08441033688923,50.87445729130056,46.85308876348719,true
14,48,44.63741784569853,44.49340484480177,40.86331109042597,true
14,49,38.192752547807686,46.09646522820656,34.04697672019904,false
14,50,47.81197929548832,44.32082529073414,44.54752457876205,true
14,51,56.17099432570454,45.56962522570275,56.97642169321784,true
14,52,51.54370821501231,48.61432116917843,48.89704731666139,true
14,53,46.65916234761393,44.76628957758263,43.37444112848102,true
14,54,40.63869719084145,44.45250539208184,39.4893960825702,true
14,55,41.36492543763969,44.93442103902365,41.15406629271271,true
14,56,42.771017051324606,41.3114794939342,43.1377395052577,true
14,57,48.05430899334608,37.48120025381083,47.12143792788645,true
14,58,41.73586006805463,37.09904952862362,40.61687264829988,true
14,59,39.15466867430432,39.071771478693925,36.75357541354657,true
14,60,38.02723407376197,42.21933841894604,33.36727616596884,false
14,61,43.92612589419764,34.73265542523416,36.51580417188709,true
14,62,39.019434396485735,37.2540802763054,31.27012795631428,false
14,63,27.063764136002984,38.79093491786383,26.77404322054937,false
14,64,29.632212905383216,40.26065142008324,25.35862208066984,false
14,65,39.67056956116479,41.53858567177275,28.67188901560119,false
14,66,0.0,0.0,0.0,false
14,67,0.0,0.0,0.0,false
14,68,0.0,0.0,0.0,false
14,69,0.0,0.0,0.0,false
14,70,0.0,0.0,0.0,false
14,71,0.0,0.0,0.0,false
14,72,0.0,0.0,0.0,false
14,73,0.0,0.0,0.0,false
14,74,0.0,0.0,0.0,false
14,75,0.0,0.0,0.0,false
14,76,0.0,0.0,0.0,false
14,77,0.0,0.0,0.0,false
14,78,0.0,0.0,0.0,false
14,79,0.0,0.0,0.0,false
14,80,0.0,0.0,0.0,false
14,81,0.0,0.0,0.0,false
14,82,0.0,0.0,0.0,false
14,83,0.0,0.0,0.0,false
14,84,0.0,0.0,0.0,false
14,85,0.0,0.0,0.0,false
14,86,0.0,0.0,0.0,false
14,87,0.0,0.0,0.0,false
14,88,0.0,0.0,0.0,false
14,89,0.0,0.0,0.0,false
14,90,0.0,0.0,0.0,false
14,91,0.0,0.0,0.0,false
14,92,0.0,0.0,0.0,false
14,93,0.0,0.0,0.0,false
14,94,0.0,0.0,0.0,false
14,95,0.0,0.0,0.0,false
14,96,0.0,0.0,0.0,false
14,97,0.0,0.0,0.0,false
14,98,0.0,0.0,0.0,false
14,99,0.0,0.0,0.0,false
15,0,0.0,0.0,0.0,false
15,1,0.0,0.0,0.0,false
15,2,0.0,0.0,0.0,false
15,3,0.0,0.0,0.0,false
15,4,0.0,0.0,0.0,false
15,5,0.0,0.0,0.0,false
15,6,0.0,0.0,0.0,false
15,7,0.0,0.0,0.0,false
15,8,0.0,0.0,0.0,false
15,9,0.0,0.0,0.0,false
15,10,0.0,0.0,0.0,false
15,11,54.36545191866223,38.52766717293658,71.80338688589215,true
15,12,48.64762603956927,37.52861935915156,60.329086377678586,true
15,13,51.406989662337445,32.61490688223979,57.789499552521015,true
15,14,47.967628589029616,34.790299365005566,58.405652429891695,true
15,15,46.21729434654674,36.1628445928618,60.67907869452708,true
15,16,43.82320889497234,40.64685441745184,57.28042699957844,true
15,17,44.81193239739202,35.54159623930006,58.91910219058843,true
15,18,45.22307341435479,31.311675311207328,60.9377650905307,true
15,19,41.54167887451553,32.42341373473118,50.87183282278526,true
15,20,34.8084265776002,39.255925733357536,47.12816665063336,true
15,21,46.6084101258478,42.03502868803549,56.6250174800336,true
15,22,54.8233881305159,35.81448499698376,65.45849918315709,true
15,23,52.525128835681166,32.10423502944978,63.88409325005932,true
15,24,48.659911844051855,30.69215030604533,55.25524765500968,true
15,25,57.70905855439362,29.250740830516943,67.10444119726571,true
15,26,77.32305541596304,37.62164245364848,81.5430131256663,true
15,27,69.58317321250588,35.170667575721254,72.17083208448526,true
15,28,71.0018032068569,29.92683711009364,78.94102311537591,true
15,29,72.90580355210672,27.19821057695524,90.1866029994668,true
15,30,62.2263399415994,28.33197188886418,79.02801436000598,true
15,31,40.45967992298734,41.86826109367181,57.962906093392434,true
15,32,49.1676305098559,41.31940234268297,66.27427248091941,true
15,33,41.53205291552119,42.49269694029002,59.95070145083374,true
15,34,35.87374302811778,42.42085679445366,47.12186577526092,true
15,35,48.39890086328669,38.4478006808498,58.5263679210307,true
15,36,45.34586909469087,38.27504127112375,56.769257994500975,true
15,37,51.74949544009561,39.72333563045655,57.37744303730562,true
15,38,49.84913718104773,40.53912409797557,54.85315669248572,true
15,39,42.94369185057019,41.93060568872316,52.3039531748036,true
15,40,34.53488657084238,47.91151977424187,51.30116778966181,true
15,41,61.92593643087776,39.20441617675703,71.17155504781408,true
15,42,50.43537897590773,38.023524172545294,61.85696884550356,true
15,43,46.1917061963985,40.02138175586152,58.99254054684885,true
15,44,47.50622179332083,41.560077272982696,55.59057468031491,true
15,45,54.10498662718246,45.22990134636542,53.37762299649359,true
15,46,42.40241797105115,53.00654998428862,43.62856436767926,true
15,47,44.16591735732221,49.54866165494658,45.92192667439798,true
15,48,43.94870807593949,48.1694741874287,45.10688236273908,true
15,49,38.38585795389842,52.36258760902519,34.31887454945615,true
15,50,45.09595275665389,46.4745015827114,41.58079139060501,true
15,51,50.40054217192817,48.03359254750278,50.99017869769644,true
15,52,53.04221152962258,49.61742355508932,56.78117848058035,true
15,53,47.49732861708116,46.3414157552968,51.23780359350326,true
15,54,43.12593336254486,43.31464281917406,44.50058972178303,true
15,55,43.18874999485493,41.78775199709699,42.083985978849135,true
15,56,37.273146050276,41.92209819408727,41.18980635858211,true
15,57,41.020632917249934,39.495663666275625,44.20980983599392,true
15,58,41.48880314187311,36.67063588018636,39.71568620449255,true
15,59,41.55516831365048,41.26651557932713,44.05320453240446,true
15,60,38.20998853366491,43.58585135241703,36.09796019814863,true
15,61,38.30785868655645,41.02786644012642,39.070686540681855,true
15,62,29.54715709602497,39.09596873459152,32.8563400085971,false
15,63,46.08576140119538,40.02365456099783,46.43832199971124,true
15,64,53.85412546712563,30.13215039399521,47.14904724807417,true
15,65,0.0,0.0,0.0,false
15,66,0.0,0.0,0.0,false
15,67,0.0,0.0,0.0,false
15,68,0.0,0.0,0.0,false
15,69,0.0,0.0,0.0,false
15,70,0.0,0.0,0.0,false
15,71,0.0,0.0,0.0,false
15,72,0.0,0.0,0.0,false
15,73,0.0,0.0,0.0,false
15,74,0.0,0.0,0.0,false
15,75,0.0,0.0,0.0,false
15,76,0.0,0.0,0.0,false
15,77,0.0,0.0,0.0,false
15,78,0.0,0.0,0.0,false
15,79,0.0,0.0,0.0,false
15,80,0.0,0.0,0.0,false
15,81,0.0,0.0,0.0,false
15,82,0.0,0.0,0.0,false
15,83,0.0,0.0,0.0,false
15,84,0.0,0.0,0.0,false
15,85,0.0,0.0,0.0,false
15,86,0.0,0.0,0.0,false
15,87,0.0,0.0,0.0,false
15,88,0.0,0.0,0.0,false
15,89,0.0,0.0,0.0,false
15,90,0.0,0.0,0.0,false
15,91,0.0,0.0,0.0,false
15,92,0.0,0.0,0.0,false
15,93,0.0,0.0,0.0,false
15,94,0.0,0.0,0.0,false
15,95,0.0,0.0,0.0,false
15,96,0.0,0.0,0.0,false
15,97,0.0,0.0,0.0,false
15,98,0.0,0.0,0.0,false
15,99,0.0,0.0,0.0,false
16,0,0.0,0.0,0.0,false
16,1,0.0,0.0,0.0,false
16,2,0.0,0.0,0.0,false
16,3,0.0,0.0,0.0,false
16,4,0.0,0.0,0.0,false
16,5,0.0,0.0,0.0,false
16,6,0.0,0.0,0.0,false
16,7,0.0,0.0,0.0,false
16,8,0.0,0.0,0.0,false
16,9,0.0,0.0,0.0,false
16,10,0.0,0.0,0.0,false
16,11,61.31305876244157,29.176261728382887,75.0269009036696,true
16,12,56.27463475301106,31.835579434580914,66.25534846243337,true
16,13,54.051880145927925,30.854137925793783,63.51965614762209,true
16,14,52.722125785932896,26.9719217993853,62.4470526532346,true
16,15,40.20594687817708,31.906395185145342,55.62280146101322,true
16,16,38.50246084040141,34.54441280363545,51.53994282708446,true
16,17,50.29402050519477,24.946657847636885,60.864191797790646,true
16,18,43.239436733906814,30.65370857399799,49.84608190703555,true
16,19,33.02422373984129,36.00611625615847,43.59583404353255,true
16,20,38.32337808983306,36.88742864698241,50.45333555901732,true
16,21,56.35864907539031,32.01744685444689,62.94064700462243,true
16,22,60.67527583501998,26.545595810553607,66.79379438319992,true
16,23,42.91364463940416,30.647619240989616,55.08602414500709,true
16,24,33.37828721666409,36.909626791136965,47.22756217798931,true
16,25,50.68173741980394,31.87871604329769,67.13352165419487,true
16,26,65.23165975730485,35.9799293182902,77.39550017118832,true
16,27,58.820138067496586,37.7757150444594,73.12740007978367,true
16,28,63.97436046151219,29.985300318838544,79.9898284223421,true
16,29,55.60097977107992,30.768977421500228,76.64916979343562,true
16,30,43.615800193155295,38.09403173054925,63.15298436543668,true
16,31,45.070798039709466,45.195978085245805,64.72121284067389,true
16,32,36.48344010757625,43.191944461014266,54.277007544627686,true
16,33,37.498489220235584,42.22480400701112,50.3936442680119,true
16,34,39.26282117244492,45.63006592671258,47.94420653022131,true
16,35,51.346050201169135,50.72511913620414,55.85694916452433,true
16,36,42.475671300722446,46.54502524032672,55.34823205401593,true
16,37,43.13216045684733,46.46395311734291,53.07474325784119,true
16,38,50.55524040700063,45.66913738355887,56.4151122669865,true
16,39,42.67223169954585,45.81555092925301,54.58144728063006,true
16,40,29.29366415450029,47.00963978490331,48.64957052186881,true
16,41,45.89868975948885,43.93072710739221,56.72510085432234,true
16,42,56.57624813483402,34.59210343179684,62.48669106691214,true
16,43,52.529578542025504,39.79467116847373,62.48836296280621,true
16,44,55.64205926048438,38.48888642907271,65.92017941154333,true
16,45,48.56100176329358,59.56705881885376,61.21016893158645,true
16,46,39.52325839990431,57.97164805079337,43.953818878449454,true
16,47,36.80906225884432,57.44702519476942,38.46460288671256,true
16,48,30.554321778066484,51.2803183741387,34.31428177244793,false
16,49,31.682872702975523,50.41601579771145,29.901857242667823,false
16,50,38.10983584044818,54.6360827286718,42.09162799118384,true
16,51,42.995201800886896,57.641801053036026,55.99934993528151,true
16,52,45.28982212774418,67.19348152311082,71.00309837195188,true
16,53,43.714666618770735,68.5509897139491,73.27510615798423,true
16,54,42.33904317655774,65.39385040476631,66.26266465253676,true
16,55,45.32675749680413,58.4573742457516,62.30489542636752,true
16,56,45.43169822372213,64.40555138151409,77.77377649062272,true
16,57,41.36795323361751,55.091135024073424,63.69401053498464,true
16,58,43.33511945232004,58.09827195419365,61.267961238475976,true
16,59,41.472738049311104,52.95798251666844,51.83909371131169,true
16,60,44.04387316908772,52.78940762593144,57.24130529388391,true
16,61,41.73746283544144,47.59242271698955,48.09691184043584,true
16,62,44.67599651906364,48.72569184077952,47.73987814314371,true
16,63,46.34550326459394,37.65234901241672,43.46699603454598,true
16,64,46.91781906889068,30.505766255207213,39.92226572698658,true
16,65,0.0,0.0,0.0,false
16,66,0.0,0.0,0.0,false
16,67,0.0,0.0,0.0,false
16,68,0.0,0.0,0.0,false
16,69,0.0,0.0,0.0,false
16,70,0.0,0.0,0.0,false
16,71,0.0,0.0,0.0,false
16,72,0.0,0.0,0.0,false
16,73,0.0,0.0,0.0,false
16,74,0.0,0.0,0.0,false
16,75,0.0,0.0,0.0,false
16,76,0.0,0.0,0.0,false
16,77,0.0,0.0,0.0,false
16,78,0.0,0.0,0.0,false
16,79,0.0,0.0,0.0,false
16,80,0.0,0.0,0.0,false
16,81,0.0,0.0,0.0,false
16,82,0.0,0.0,0.0,false
16,83,0.0,0.0,0.0,false
16,84,0.0,0.0,0.0,false
16,85,0.0,0.0,0.0,false
16,86,0.0,0.0,0.0,false
16,87,0.0,0.0,0.0,false
16,88,0.0,0.0,0.0,false
16,89,0.0,0.0,0.0,false
16,90,0.0,0.0,0.0,false
16,91,0.0,0.0,0.0,false
16,92,0.0,0.0,0.0,false
16,93,0.0,0.0,0.0,false
16,94,0.0,0.0,0.0,false
16,95,0.0,0.0,0.0,false
16,96,0.0,0.0,0.0,false
16,97,0.0,0.0,0.0,false
16,98,0.0,0.0,0.0,false
16,99,0.0,0.0,0.0,false
17,0,0.0,0.0,0.0,false
17,1,0.0,0.0,0.0,false
17,2,0.0,0.0,0.0,false
17,3,0.0,0.0,0.0,false
17,4,0.0,0.0,0.0,false
17,5,0.0,0.0,0.0,false
17,6,0.0,0.0,0.0,false
17,7,0.0,0.0,0.0,false
17,8,0.0,0.0,0.0,false
17,9,0.0,0.0,0.0,false
17,10,0.0,0.0,0.0,false
17,11,56.90671132961965,33.07201923791322,68.85993846830706,true
17,12,49.89273307761398,34.497294444784934,60.50122583209485,true
17,13,45.80713868852217,25.670317899062173,56.11171582035111,true
17,14,53.04067424495,23.23527559903526,64.85045565909937,true
17,15,42.32849422311495,28.915494023106675,57.61157428514849,true
17,16,45.49888660676433,25.29510679635802,59.73560282888735,true
17,17,47.537226299404686,25.778331571698526,59.96114421790438,true
17,18,44.77332877823101,28.396745225287656,58.171962193957896,true
17,19,27.75970506834961,42.20185608095569,42.09663545103193,false
17,20,47.37539356670375,33.056024734007735,58.41435089612798,true
17,21,61.397316306330886,30.70214724472723,73.53922621564357,true
17,22,51.27574047541449,28.009619950182092,61.47649075765747,true
17,23,29.62743110813092,40.28119268423356,43.66611291148921,true
17,24,30.881314388997005,39.18006528456808,47.97721824629508,true
17,25,48.41365941978823,33.20664338319405,67.5397002047118,true
17,26,51.58178485423485,38.41418469231287,72.01530956386654,true
17,27,51.102610415393656,38.38618838812126,67.57646216757945,true
17,28,51.36466288313781,36.43487501126513,71.81851951841368,true
17,29,51.77583196412096,39.87953038004025,71.87020677238293,true
17,30,62.27435436226509,37.543152478333695,78.71131515115832,true
17,31,41.98892269459997,41.55320319891735,60.920917777377646,true
17,32,41.84639488970404,40.81673567665416,63.300571962825856,true
17,33,32.56833464236397,43.83834293747216,57.624880338494414,true
17,34,40.99051710514516,49.18377178309618,58.126468853517466,true
17,35,37.43970445218845,52.32631656457919,50.02485957802335,true
17,36,36.76133471483151,52.02464848660525,56.88477020333973,true
17,37,32.06839438754516,48.844487653143645,51.43319490715498,true
17,38,49.312300534975066,53.64113410593559,63.24947711291357,true
17,39,39.99625875425934,40.383381977465774,50.90786086284902,true
17,40,26.92676182489972,42.74026296424425,42.79644894577913,false
17,41,20.84060737150764,39.97160129752196,42.46859443942565,false
17,42,43.92669652927894,33.92299518853454,56.27788844946038,true
17,43,61.01529638786123,31.975980465412352,64.48893450107582,true
17,44,47.73571687918614,48.828186566638834,57.94115169996762,true
17,45,35.03187230795884,61.990944548191365,47.00055788006497,true
17,46,45.56760291980563,66.6991369761927,57.020457061451424,true
17,47,33.820376611669914,67.28210482381523,36.90542667457899,true
17,48,25.2608277850765,62.669431850050685,29.52356364478176,false
17,49,31.21818709421765,62.25257703259249,33.297297613957724,false
17,50,34.17831448241901,62.66372062791502,47.82267319237035,true
17,51,33.24642841685373,61.20606365458823,42.184217454152126,true
17,52,31.306788324818708,59.7618549166318,40.14814774833636,true
17,53,30.829371005476474,58.85129953671022,42.95474424649776,true
17,54,33.484111960224425,58.59211787314824,44.906681057258254,true
17,55,39.99348353446505,72.60630702183354,68.42437996769884,true
17,56,48.9231835375708,73.37133479467512,100.0,true
17,57,44.43399111655262,61.80061402261799,73.81233765043402,true
17,58,43.807786156654856,52.65159495261912,66.34036831800724,true
17,59,38.26602770505039,49.53601288027788,60.814482515144896,true
17,60,39.474199374035145,54.73113299423442,62.40650588666975,true
17,61,39.86383087847992,46.7602246055862,53.44010516883401,true
17,62,52.22686442695827,43.52035353348199,57.453820375915264,true
17,63,40.841328772742926,37.11938287779283,45.55748134412663,true
17,64,52.30845588891039,30.69897884120996,53.86486875107106,true
17,65,0.0,0.0,0.0,false
17,66,0.0,0.0,0.0,false
17,67,0.0,0.0,0.0,false
17,68,0.0,0.0,0.0,false
17,69,0.0,0.0,0.0,false
17,70,0.0,0.0,0.0,false
17,71,0.0,0.0,0.0,false
17,72,0.0,0.0,0.0,false
17,73,0.0,0.0,0.0,false
17,74,0.0,0.0,0.0,false
17,75,0.0,0.0,0.0,false
17,76,0.0,0.0,0.0,false
17,77,0.0,0.0,0.0,false
17,78,0.0,0.0,0.0,false
17,79,0.0,0.0,0.0,false
17,80,0.0,0.0,0.0,false
17,81,0.0,0.0,0.0,false
17,82,0.0,0.0,0.0,false
17,83,0.0,0.0,0.0,false
17,84,0.0,0.0,0.0,false
17,85,0.0,0.0,0.0,false
17,86,0.0,0.0,0.0,false
17,87,0.0,0.0,0.0,false
17,88,0.0,0.0,0.0,false
17,89,0.0,0.0,0.0,false
17,90,0.0,0.0,0.0,false
17,91,0.0,0.0,0.0,false
17,92,0.0,0.0,0.0,false
17,93,0.0,0.0,0.0,false
17,94,0.0,0.0,0.0,false
17,95,0.0,0.0,0.0,false
17,96,0.0,0.0,0.0,false
17,97,0.0,0.0,0.0,false
17,98,0.0,0.0,0.0,false
17,99,0.0,0.0,0.0,false
18,0,0.0,0.0,0.0,false
18,1,0.0,0.0,0.0,false
18,2,0.0,0.0,0.0,false
18,3,0.0,0.0,0.0,false
18,4,0.0,0.0,0.0,false
18,5,0.0,0.0,0.0,false
18,6,0.0,0.0,0.0,false
18,7,0.0,0.0,0.0,false
18,8,0.0,0.0,0.0,false
18,9,0.0,0.0,0.0,false
18,10,52.114524153330336,24.14382910728041,58.64754417088066,true
18,11,52.88436076959277,25.912890283558863,59.822518377443465,true
18,12,52.51083177640384,21.264282057242564,62.9301449971461,true
18,13,46.02783102665795,27.508431228476887,56.953192871917935,true
18,14,43.361265764651634,24.600782996779085,56.0181982576936,true
18,15,42.55423808492122,27.50699376317615,52.7571225315716,true
18,16,47.372568455317655,29.129258223009906,60.241074881617095,true
18,17,43.2632256685255,28.92294676320349,57.06788887961155,true
18,18,32.562110666286,35.76040065253657,43.85513094482819,true
18,19,38.11884595010616,37.682874565554286,56.19795339537536,true
18,20,57.707016117354,32.21649094968167,70.22670677944241,true
18,21,61.29850912698072,27.20426909070757,66.9206478385957,true
18,22,35.48123496158285,38.05448303522312,46.56210153627815,true
18,23,31.80681277169869,42.43660865421637,47.20549841800143,true
18,24,36.374350582977016,41.01696654324122,52.426310941633815,true
18,25,48.374114096831846,31.941094447532915,60.44243631170946,true
18,26,40.49401469282433,37.38286060765122,53.69702093493406,true
18,27,45.55441906667051,37.39069789846529,61.30422624016252,true
18,28,51.170247822762114,40.37848171575417,72.56614989395803,true
18,29,46.8531938663776,40.81368503029432,63.415570754815256,true
18,30,48.01155813561607,39.46973961206155,70.87087049530606,true
18,31,34.71233693089129,42.4938478325084,56.20756350563263,true
18,32,23.259206744894183,48.00355343262298,52.55163731101611,true
18,33,34.75011266145075,42.35827162520959,56.03413392682566,true
18,34,35.656346653265786,46.46135969994593,55.43123773579615,true
18,35,36.66859871855941,45.0019354492798,53.65943289752032,true
18,36,35.23734771059334,46.4793287061885,55.07472568318751,true
18,37,33.65074831774907,46.97564200558249,55.7204263584656,true
18,38,39.09598368944081,54.33334195659184,60.74557934105383,true
18,39,36.1197787357795,42.24265065620728,49.6026433332312,true
18,40,30.903868506718464,42.02999824946625,41.45767172633487,true
18,41,21.927801285032785,43.61479569372379,42.0304869558057,false
18,42,38.80219393285815,42.05754652447294,54.46682038674309,true
18,43,45.89255309369653,34.62688819462049,56.12687149080817,true
18,44,38.36531820919619,52.86428277850516,52.876139797747335,true
